1,FA5_HUMAN,0.066797,0
2,CTLA4_HUMAN,0.060175,0
3,PON1_HUMAN,0.054483,0
4,MTHR_HUMAN,0.049317,0
5,PPAC_HUMAN,0.046138,0
6,PAI1_HUMAN,0.039430,1
7,ACE_HUMAN,0.037291,0
8,ANGT_HUMAN,0.037284,0
9,NOS3_HUMAN,0.035124,0
10,LIPC_HUMAN,0.034467,0
11,APOC3_HUMAN,0.033972,0
12,VEGFA_HUMAN,0.033563,0
13,HPT_HUMAN,0.032146,0
14,ADIPO_HUMAN,0.030506,0
15,PON2_HUMAN,0.028988,0
16,2B13_HUMAN,0.028218,1
17,CP17A_HUMAN,0.024784,0
18,HLAG_HUMAN,0.024001,0
19,GHRL_HUMAN,0.023799,0
20,ITA2_HUMAN,0.023533,0
21,LIPS_HUMAN,0.022066,0
22,GSTT1_HUMAN,0.021286,0
23,IL10_HUMAN,0.020881,0
24,LIPL_HUMAN,0.020599,0
25,PGH2_HUMAN,0.020583,0
26,PPARG_HUMAN,0.020377,0
27,APOE_HUMAN,0.020368,0
28,LRP8_HUMAN,0.020192,0
29,IFNG_HUMAN,0.020058,0
30,ITA2B_HUMAN,0.019427,0
31,S12A3_HUMAN,0.019349,0
32,STF1_HUMAN,0.019048,0
33,RAGE_HUMAN,0.019038,0
34,TNFA_HUMAN,0.018739,0
35,TGFB1_HUMAN,0.018733,0
36,IL1B_HUMAN,0.018598,0
37,AGTR1_HUMAN,0.018442,0
38,ICAM1_HUMAN,0.018343,0
39,ITB3_HUMAN,0.018074,0
40,IBP1_HUMAN,0.017578,0
41,PRGC1_HUMAN,0.017477,0
42,APOB_HUMAN,0.017473,0
43,HYEP_HUMAN,0.017434,0
44,IL6_HUMAN,0.016571,0
45,ALDR_HUMAN,0.016510,0
46,IGF2_HUMAN,0.016059,0
47,ANDR_HUMAN,0.015586,0
48,IL1A_HUMAN,0.015538,0
49,ADRB2_HUMAN,0.015425,0
50,GTR1_HUMAN,0.015373,0
