1,PPARG_HUMAN,0.076080,1
2,LIPL_HUMAN,0.075811,0
3,ADIPO_HUMAN,0.061783,0
4,ENPP1_HUMAN,0.060167,1
5,APOE_HUMAN,0.059892,1
6,HNF4A_HUMAN,0.059546,0
7,ACE_HUMAN,0.055819,0
8,BGAL_HUMAN,0.054155,0
9,DQB1_HUMAN,0.053325,0
10,DQA1_HUMAN,0.052074,0
11,APOA1_HUMAN,0.050374,0
12,NEUR1_HUMAN,0.050142,0
13,MTP_HUMAN,0.049891,0
14,APOB_HUMAN,0.049414,0
15,LIPC_HUMAN,0.049394,0
16,NU1M_HUMAN,0.048765,0
17,INSR_HUMAN,0.048116,0
18,IRS1_HUMAN,0.047695,0
19,USF1_HUMAN,0.047158,0
20,CAN10_HUMAN,0.046816,0
21,INS_HUMAN,0.046059,0
22,ARSB_HUMAN,0.044942,0
23,GCKR_HUMAN,0.044560,0
24,GALC_HUMAN,0.044552,0
25,GLCM_HUMAN,0.044087,0
26,IGF2_HUMAN,0.044051,0
27,C11B2_HUMAN,0.043839,0
28,MTR1B_HUMAN,0.043748,0
29,CTLA4_HUMAN,0.043283,0
30,ZPR1_HUMAN,0.042972,0
31,NPC1_HUMAN,0.042750,0
32,ASM_HUMAN,0.042674,0
33,NPC2_HUMAN,0.042497,0
34,CETP_HUMAN,0.042359,0
35,FAAA_HUMAN,0.042256,0
36,AGAL_HUMAN,0.041054,0
37,SUMF1_HUMAN,0.040803,0
38,ARSA_HUMAN,0.040784,0
39,ASAH1_HUMAN,0.040682,0
40,HEXB_HUMAN,0.040655,0
41,SAP_HUMAN,0.040650,0
42,SAP3_HUMAN,0.040609,0
43,PPGB_HUMAN,0.040462,0
44,GYS1_HUMAN,0.040387,0
45,HEXA_HUMAN,0.040169,0
46,LDLR_HUMAN,0.040135,0
47,SAR1B_HUMAN,0.039890,0
48,LCAT_HUMAN,0.039670,0
49,LMNA_HUMAN,0.039568,0
50,FIBA_HUMAN,0.039382,0
